Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","578","Norway","7271","Temperature change","7009","September","2022","2022","°c","1.066","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7009","September","2023","2023","°c","2.856","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7009","September","2024","2024","°c","2.596","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2010","2010","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2011","2011","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2012","2012","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2013","2013","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2014","2014","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2015","2015","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2016","2016","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2017","2017","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2018","2018","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2019","2019","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2020","2020","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2021","2021","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2022","2022","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2023","2023","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7009","September","2024","2024","°c","1.132","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2010","2010","°c","0.668","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2011","2011","°c","2.246","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2012","2012","°c","-0.589","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2013","2013","°c","1.048","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2014","2014","°c","1.705","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2015","2015","°c","1.597","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2016","2016","°c","0.912","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2017","2017","°c","1.342","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2018","2018","°c","0.752","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2019","2019","°c","-1.016","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2020","2020","°c","1.859","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2021","2021","°c","1.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2022","2022","°c","2.021","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2023","2023","°c","-1.272","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7010","October","2024","2024","°c","2.061","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2010","2010","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2011","2011","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2012","2012","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2013","2013","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2014","2014","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2015","2015","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2016","2016","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2017","2017","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2018","2018","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2019","2019","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2020","2020","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2021","2021","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2022","2022","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2023","2023","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7010","October","2024","2024","°c","1.567","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2010","2010","°c","-3.321","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2011","2011","°c","4.701","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2012","2012","°c","2.299","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2013","2013","°c","1.482","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2014","2014","°c","2.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2015","2015","°c","2.805","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2016","2016","°c","0.302","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2017","2017","°c","0.577","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2018","2018","°c","3.669","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2019","2019","°c","-0.936","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2020","2020","°c","4.498","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2021","2021","°c","1.02","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2022","2022","°c","3.265","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2023","2023","°c","-1.983","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7011","November","2024","2024","°c","2.45","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2010","2010","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2011","2011","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2012","2012","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2013","2013","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2014","2014","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2015","2015","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2016","2016","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2017","2017","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2018","2018","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2019","2019","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2020","2020","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2021","2021","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2022","2022","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2023","2023","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7011","November","2024","2024","°c","1.772","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2010","2010","°c","-4.04","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2011","2011","°c","3.467","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2012","2012","°c","-2.603","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2013","2013","°c","3.776","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2014","2014","°c","1.739","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2015","2015","°c","4.027","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2016","2016","°c","4.294","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2017","2017","°c","1.14","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2018","2018","°c","2.217","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2019","2019","°c","3.331","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2020","2020","°c","4.253","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2021","2021","°c","-0.418","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2022","2022","°c","-0.794","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2023","2023","°c","-1.4","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7012","December","2024","2024","°c","2.879","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2010","2010","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2011","2011","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2012","2012","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2013","2013","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2014","2014","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2015","2015","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2016","2016","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2017","2017","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2018","2018","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2019","2019","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2020","2020","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2021","2021","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2022","2022","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2023","2023","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7012","December","2024","2024","°c","2.387","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2010","2010","°c","-1.826","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2011","2011","°c","-1.171","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2012","2012","°c","2.237","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2013","2013","°c","0.053","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2014","2014","°c","3.531","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2015","2015","°c","2.875","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°c","2.051","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°c","3.803","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°c","0.847","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°c","2.347","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°c","4.438","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2021","2021","°c","1.508","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2022","2022","°c","1.928","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2023","2023","°c","2.521","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7016","Dec–Jan–Feb","2024","2024","°c","0.477","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2010","2010","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2011","2011","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2012","2012","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2013","2013","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2014","2014","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2015","2015","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2016","2016","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2017","2017","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2018","2018","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2019","2019","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2020","2020","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2021","2021","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2022","2022","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2023","2023","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7016","Dec–Jan–Feb","2024","2024","°c","1.866","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2010","2010","°c","0.823","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2011","2011","°c","2.378","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2012","2012","°c","1.768","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2013","2013","°c","0.355","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2014","2014","°c","2.491","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2015","2015","°c","2.087","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°c","2.569","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°c","0.965","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°c","1.395","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°c","1.734","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°c","1.058","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2021","2021","°c","1.421","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2022","2022","°c","2.042","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2023","2023","°c","0.661","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7017","Mar–Apr–May","2024","2024","°c","2.753","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2010","2010","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2011","2011","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2012","2012","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2013","2013","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2014","2014","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2015","2015","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2016","2016","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2017","2017","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2018","2018","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2019","2019","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2020","2020","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2021","2021","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2022","2022","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2023","2023","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7017","Mar–Apr–May","2024","2024","°c","1.071","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°c","0.276","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°c","1.284","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°c","-0.398","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°c","1.235","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°c","1.791","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°c","-0.084","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°c","0.701","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°c","0.137","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°c","1.735","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°c","1.119","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2020","2020","°c","1.386","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2021","2021","°c","1.641","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2022","2022","°c","1.493","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2023","2023","°c","1.729","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7018","Jun–Jul–Aug","2024","2024","°c","2.031","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2010","2010","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2011","2011","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2012","2012","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2013","2013","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2014","2014","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2015","2015","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2020","2020","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2021","2021","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2022","2022","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2023","2023","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7018","Jun–Jul–Aug","2024","2024","°c","0.854","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°c","-0.622","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°c","3.085","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°c","0.598","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°c","1.504","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°c","1.808","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°c","2.207","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°c","1.517","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°c","1.263","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°c","1.947","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","-0.447","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","2.598","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","1.386","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","2.117","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","-0.133","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7019","Sep–Oct–Nov","2024","2024","°c","2.369","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2010","2010","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2011","2011","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2012","2012","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2013","2013","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2014","2014","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2015","2015","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2018","2018","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2019","2019","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2020","2020","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2021","2021","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2022","2022","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2023","2023","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","6078","Standard Deviation","7019","Sep–Oct–Nov","2024","2024","°c","1.125","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2010","2010","°c","-0.337","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.394","E","Estimated value"
"ET","Temperature change on land","578","Norway","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.051","E","Estimated value"
