Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2010","2010","3050","FAO TIER 1","kt","0.9981","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2010","2010","3050","FAO TIER 1","kt","0.3211","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2010","2010","3050","FAO TIER 1","kt","1.3191","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2010","2010","3050","FAO TIER 1","kt","349.5615","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2010","2010","3050","FAO TIER 1","kt","349.5615","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2011","2011","3050","FAO TIER 1","kt","0.9902","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2011","2011","3050","FAO TIER 1","kt","0.319","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2011","2011","3050","FAO TIER 1","kt","1.3092","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2011","2011","3050","FAO TIER 1","kt","346.938","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2011","2011","3050","FAO TIER 1","kt","346.938","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2012","2012","3050","FAO TIER 1","kt","0.9748","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2012","2012","3050","FAO TIER 1","kt","0.3126","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2012","2012","3050","FAO TIER 1","kt","1.2874","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2012","2012","3050","FAO TIER 1","kt","341.161","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2012","2012","3050","FAO TIER 1","kt","341.161","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2013","2013","3050","FAO TIER 1","kt","0.9778","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2013","2013","3050","FAO TIER 1","kt","0.3148","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2013","2013","3050","FAO TIER 1","kt","1.2926","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2013","2013","3050","FAO TIER 1","kt","342.539","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2013","2013","3050","FAO TIER 1","kt","342.539","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2014","2014","3050","FAO TIER 1","kt","0.9755","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2014","2014","3050","FAO TIER 1","kt","0.3155","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2014","2014","3050","FAO TIER 1","kt","1.291","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2014","2014","3050","FAO TIER 1","kt","342.115","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2014","2014","3050","FAO TIER 1","kt","342.115","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2015","2015","3050","FAO TIER 1","kt","1.0009","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2015","2015","3050","FAO TIER 1","kt","0.3249","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2015","2015","3050","FAO TIER 1","kt","1.3258","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2015","2015","3050","FAO TIER 1","kt","351.337","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2015","2015","3050","FAO TIER 1","kt","351.337","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","1.0291","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","0.335","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","1.3641","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","361.4865","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2016","2016","3050","FAO TIER 1","kt","361.4865","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","1.022","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","0.3305","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","1.3524","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","358.386","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2017","2017","3050","FAO TIER 1","kt","358.386","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2018","2018","3050","FAO TIER 1","kt","1.0178","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2018","2018","3050","FAO TIER 1","kt","0.3291","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2018","2018","3050","FAO TIER 1","kt","1.3468","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2018","2018","3050","FAO TIER 1","kt","356.902","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2018","2018","3050","FAO TIER 1","kt","356.902","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2019","2019","3050","FAO TIER 1","kt","0.9924","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2019","2019","3050","FAO TIER 1","kt","0.3194","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2019","2019","3050","FAO TIER 1","kt","1.3118","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2019","2019","3050","FAO TIER 1","kt","347.627","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2019","2019","3050","FAO TIER 1","kt","347.627","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2020","2020","3050","FAO TIER 1","kt","0.9952","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2020","2020","3050","FAO TIER 1","kt","0.3196","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2020","2020","3050","FAO TIER 1","kt","1.3148","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2020","2020","3050","FAO TIER 1","kt","348.422","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2020","2020","3050","FAO TIER 1","kt","348.422","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2021","2021","3050","FAO TIER 1","kt","1.0004","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2021","2021","3050","FAO TIER 1","kt","0.3197","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2021","2021","3050","FAO TIER 1","kt","1.3202","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2021","2021","3050","FAO TIER 1","kt","349.853","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2021","2021","3050","FAO TIER 1","kt","349.853","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2022","2022","3050","FAO TIER 1","kt","0.9959","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2022","2022","3050","FAO TIER 1","kt","0.3183","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2022","2022","3050","FAO TIER 1","kt","1.3142","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2022","2022","3050","FAO TIER 1","kt","348.263","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2022","2022","3050","FAO TIER 1","kt","348.263","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2030","2030","3050","FAO TIER 1","kt","1.0908","F","Forecast value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2030","2030","3050","FAO TIER 1","kt","0.3505","F","Forecast value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2030","2030","3050","FAO TIER 1","kt","1.4412","F","Forecast value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2030","2030","3050","FAO TIER 1","kt","381.918","F","Forecast value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2030","2030","3050","FAO TIER 1","kt","381.918","F","Forecast value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5063","Manure left on Pasture","2050","2050","3050","FAO TIER 1","kt","1.1225","F","Forecast value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5063","Manure left on Pasture","2050","2050","3050","FAO TIER 1","kt","0.3621","F","Forecast value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5063","Manure left on Pasture","2050","2050","3050","FAO TIER 1","kt","1.4845","F","Forecast value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5063","Manure left on Pasture","2050","2050","3050","FAO TIER 1","kt","393.3925","F","Forecast value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5063","Manure left on Pasture","2050","2050","3050","FAO TIER 1","kt","393.3925","F","Forecast value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2010","2010","3050","FAO TIER 1","kt","0.7385","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2010","2010","3050","FAO TIER 1","kt","0.3139","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2010","2010","3050","FAO TIER 1","kt","1.0524","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2010","2010","3050","FAO TIER 1","kt","278.886","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2010","2010","3050","FAO TIER 1","kt","278.886","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kt","0.733","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kt","0.3115","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kt","1.0445","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kt","276.7925","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2011","2011","3050","FAO TIER 1","kt","276.7925","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2012","2012","3050","FAO TIER 1","kt","0.7489","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2012","2012","3050","FAO TIER 1","kt","0.3183","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2012","2012","3050","FAO TIER 1","kt","1.0671","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2012","2012","3050","FAO TIER 1","kt","282.7815","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2012","2012","3050","FAO TIER 1","kt","282.7815","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2013","2013","3050","FAO TIER 1","kt","0.7491","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2013","2013","3050","FAO TIER 1","kt","0.3184","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2013","2013","3050","FAO TIER 1","kt","1.0675","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2013","2013","3050","FAO TIER 1","kt","282.8875","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2013","2013","3050","FAO TIER 1","kt","282.8875","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2014","2014","3050","FAO TIER 1","kt","0.7476","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2014","2014","3050","FAO TIER 1","kt","0.3177","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2014","2014","3050","FAO TIER 1","kt","1.0653","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2014","2014","3050","FAO TIER 1","kt","282.3045","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2014","2014","3050","FAO TIER 1","kt","282.3045","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kt","0.7475","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kt","0.3177","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kt","1.0652","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kt","282.278","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2015","2015","3050","FAO TIER 1","kt","282.278","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2016","2016","3050","FAO TIER 1","kt","0.7527","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2016","2016","3050","FAO TIER 1","kt","0.3199","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2016","2016","3050","FAO TIER 1","kt","1.0725","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2016","2016","3050","FAO TIER 1","kt","284.2125","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2016","2016","3050","FAO TIER 1","kt","284.2125","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2017","2017","3050","FAO TIER 1","kt","0.768","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2017","2017","3050","FAO TIER 1","kt","0.3264","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2017","2017","3050","FAO TIER 1","kt","1.0944","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2017","2017","3050","FAO TIER 1","kt","290.016","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2017","2017","3050","FAO TIER 1","kt","290.016","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2018","2018","3050","FAO TIER 1","kt","0.7577","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2018","2018","3050","FAO TIER 1","kt","0.322","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2018","2018","3050","FAO TIER 1","kt","1.0797","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2018","2018","3050","FAO TIER 1","kt","286.1205","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2018","2018","3050","FAO TIER 1","kt","286.1205","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kt","0.7447","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kt","0.3165","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kt","1.0611","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kt","281.1915","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2019","2019","3050","FAO TIER 1","kt","281.1915","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2020","2020","3050","FAO TIER 1","kt","0.736","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2020","2020","3050","FAO TIER 1","kt","0.3128","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2020","2020","3050","FAO TIER 1","kt","1.0488","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2020","2020","3050","FAO TIER 1","kt","277.932","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2020","2020","3050","FAO TIER 1","kt","277.932","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2021","2021","3050","FAO TIER 1","kt","0.7569","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2021","2021","3050","FAO TIER 1","kt","0.3217","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2021","2021","3050","FAO TIER 1","kt","1.0786","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2021","2021","3050","FAO TIER 1","kt","285.829","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2021","2021","3050","FAO TIER 1","kt","285.829","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2022","2022","3050","FAO TIER 1","kt","0.7516","E","Estimated value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2022","2022","3050","FAO TIER 1","kt","0.3194","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2022","2022","3050","FAO TIER 1","kt","1.071","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2022","2022","3050","FAO TIER 1","kt","283.815","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2022","2022","3050","FAO TIER 1","kt","283.815","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2030","2030","3050","FAO TIER 1","kt","0.8267","F","Forecast value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2030","2030","3050","FAO TIER 1","kt","0.3514","F","Forecast value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2030","2030","3050","FAO TIER 1","kt","1.1781","F","Forecast value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2030","2030","3050","FAO TIER 1","kt","312.1965","F","Forecast value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2030","2030","3050","FAO TIER 1","kt","312.1965","F","Forecast value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5062","Manure applied to Soils","2050","2050","3050","FAO TIER 1","kt","0.8707","F","Forecast value",""
"GT","Emissions totals","578","Norway","7236","Indirect emissions (N2O)","5062","Manure applied to Soils","2050","2050","3050","FAO TIER 1","kt","0.37","F","Forecast value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5062","Manure applied to Soils","2050","2050","3050","FAO TIER 1","kt","1.2407","F","Forecast value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5062","Manure applied to Soils","2050","2050","3050","FAO TIER 1","kt","328.7855","F","Forecast value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5062","Manure applied to Soils","2050","2050","3050","FAO TIER 1","kt","328.7855","F","Forecast value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5061","Synthetic Fertilizers","2010","2010","3050","FAO TIER 1","kt","1.3415","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2010","2010","3050","FAO TIER 1","kt","1.7774","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5061","Synthetic Fertilizers","2010","2010","3050","FAO TIER 1","kt","471.011","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5061","Synthetic Fertilizers","2010","2010","3050","FAO TIER 1","kt","471.011","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5061","Synthetic Fertilizers","2011","2011","3050","FAO TIER 1","kt","1.5086","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2011","2011","3050","FAO TIER 1","kt","1.9989","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5061","Synthetic Fertilizers","2011","2011","3050","FAO TIER 1","kt","529.7085","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5061","Synthetic Fertilizers","2011","2011","3050","FAO TIER 1","kt","529.7085","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5061","Synthetic Fertilizers","2012","2012","3050","FAO TIER 1","kt","1.4844","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2012","2012","3050","FAO TIER 1","kt","1.9669","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5061","Synthetic Fertilizers","2012","2012","3050","FAO TIER 1","kt","521.2285","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5061","Synthetic Fertilizers","2012","2012","3050","FAO TIER 1","kt","521.2285","E","Estimated value",""
"GT","Emissions totals","578","Norway","7234","Direct emissions (N2O)","5061","Synthetic Fertilizers","2013","2013","3050","FAO TIER 1","kt","1.5011","E","Estimated value",""
"GT","Emissions totals","578","Norway","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2013","2013","3050","FAO TIER 1","kt","1.9889","E","Estimated value",""
"GT","Emissions totals","578","Norway","724313","Emissions (CO2eq) from N2O (AR5)","5061","Synthetic Fertilizers","2013","2013","3050","FAO TIER 1","kt","527.0585","E","Estimated value",""
"GT","Emissions totals","578","Norway","723113","Emissions (CO2eq) (AR5)","5061","Synthetic Fertilizers","2013","2013","3050","FAO TIER 1","kt","527.0585","E","Estimated value",""
