Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2013","2013","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","97203.57","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2014","2014","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","101773.02","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2015","2015","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","106794.88","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2016","2016","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","96291.83","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2017","2017","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","101630.39","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2018","2018","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","97109.08","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2019","2019","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","99684.53","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2020","2020","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","102762.2","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2021","2021","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","96765.81","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2022","2022","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","102724.9","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21085","Agriculture value added per worker (constant 2015 US$)","1","Total","2023","2023","6228","Value","3047","ILO - Modelled Estimates; FAOSTAT - Value added (2015 US$)","USD","92149.83","X","Figure from external organization",""
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","62.07","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","62.78","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2012","2012","6199","Value","3023","Labour force survey","1000 No","56.29","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","59.96","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","58.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","54.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","54.05","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","57.37","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","55.09","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","56.32","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","54.67","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","67.56","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","66.11","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","68.93","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","50.59","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","49.07","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2012","2012","6199","Value","3023","Labour force survey","1000 No","46.09","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","47.19","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","46.16","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","43.09","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","43.01","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","44.87","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","40.92","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","42.83","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2020","2020","6199","Value","3023","Labour force survey","1000 No","42.43","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","54.02","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2022","2022","6199","Value","3023","Labour force survey","1000 No","54.25","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","2","Male","2023","2023","6199","Value","3023","Labour force survey","1000 No","54.08","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","11.48","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","13.71","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2012","2012","6199","Value","3023","Labour force survey","1000 No","10.21","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","12.77","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","12.08","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","11.15","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","11.04","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2017","2017","6199","Value","3023","Labour force survey","1000 No","12.5","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","14.17","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","13.49","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","12.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","13.55","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","11.87","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21066","Employment in agriculture by age, total (15+)","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","14.85","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","7.03","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","7.59","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2012","2012","6199","Value","3023","Labour force survey","1000 No","8.41","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","8.34","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","9.77","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","8.56","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","8.98","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","7.6","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","8.32","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","6.92","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","11.37","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","10.9","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","10.86","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","13.01","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","5.05","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","6.35","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2012","2012","6199","Value","3023","Labour force survey","1000 No","6.64","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","5.98","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2014","2014","6199","Value","3023","Labour force survey","1000 No","7.52","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2015","2015","6199","Value","3023","Labour force survey","1000 No","5.71","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","6.53","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","5.98","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","4.8","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","4.57","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2020","2020","6199","Value","3023","Labour force survey","1000 No","8.13","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","8.02","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2022","2022","6199","Value","3023","Labour force survey","1000 No","8.45","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","2","Male","2023","2023","6199","Value","3023","Labour force survey","1000 No","9.17","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2010","2010","6199","Value","3023","Labour force survey","1000 No","1.98","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2011","2011","6199","Value","3023","Labour force survey","1000 No","1.25","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2012","2012","6199","Value","3023","Labour force survey","1000 No","1.77","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2013","2013","6199","Value","3023","Labour force survey","1000 No","2.36","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2014","2014","6199","Value","3023","Labour force survey","1000 No","2.26","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2015","2015","6199","Value","3023","Labour force survey","1000 No","2.85","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","2.46","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2017","2017","6199","Value","3023","Labour force survey","1000 No","1.63","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","3.53","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","2.34","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","3.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","2.88","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","2.41","X","Figure from external organization","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21088","Employment in agriculture by age, 15 to 24","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","3.85","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2010","2010","6199","Value","3023","Labour force survey","1000 No","37.98","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2011","2011","6199","Value","3023","Labour force survey","1000 No","34.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2012","2012","6199","Value","3023","Labour force survey","1000 No","31.12","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2013","2013","6199","Value","3023","Labour force survey","1000 No","33.6","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2014","2014","6199","Value","3023","Labour force survey","1000 No","29.81","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2015","2015","6199","Value","3023","Labour force survey","1000 No","29.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","27.54","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","29.76","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","30.71","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","30.1","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","24.26","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","34.32","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","34.29","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","33.82","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","2","Male","2010","2010","6199","Value","3023","Labour force survey","1000 No","30.83","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","2","Male","2011","2011","6199","Value","3023","Labour force survey","1000 No","26.61","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","2","Male","2012","2012","6199","Value","3023","Labour force survey","1000 No","25.58","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","578","Norway","21089","Employment in agriculture by age, 25 to 54","2","Male","2013","2013","6199","Value","3023","Labour force survey","1000 No","25.24","X","Figure from external organization","Repository: ILO-STATISTICS - Micro data processing"
