Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2015","2015","t","5566.32","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2015","2015","An","1604700","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2016","2016","t","5692.26","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2016","2016","An","1651378","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2017","2017","t","5673","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2017","2017","An","1648097","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2018","2018","t","5675.73","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2018","2018","An","1703823","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2019","2019","t","5466","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2019","2019","An","1625295","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2020","2020","t","5416.15","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2020","2020","An","1565906","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2021","2021","t","5545.78","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2021","2021","An","1556930","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","t","5481.05","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2022","2022","An","1523500","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21153","Edible offal of pigs, fresh, chilled or frozen","2023","2023","t","5421.4","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21153","Edible offal of pigs, fresh, chilled or frozen","2023","2023","An","1528700","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2010","2010","t","1357.67","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2010","2010","An","1203824","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2011","2011","t","1299","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2011","2011","An","1184459","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2012","2012","t","1265.39","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2012","2012","An","1133891","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2013","2013","t","1301.33","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2013","2013","An","1174920","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2014","2014","t","1342","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2014","2014","An","1177866","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2015","2015","t","1419.72","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2015","2015","An","1227830","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","t","1443.89","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","An","1284601","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","t","1524.72","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","An","1376317","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2018","2018","t","1498.5","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2018","2018","An","1351716","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","t","1349.17","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","An","1208744","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","t","1364.5","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","An","1212726","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","t","1353.83","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","An","1200088","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","1304.44","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","An","1164900","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","t","1242.78","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","An","1112600","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.02","Edible offals of camels and other camelids, fresh, chilled or frozen","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2010","2010","t","45.68","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2010","2010","An","1527","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2011","2011","t","47.33","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2011","2011","An","1610","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2012","2012","t","40.3","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2012","2012","An","1355","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2013","2013","t","32.39","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2013","2013","An","1098","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2014","2014","t","16.8","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2014","2014","An","555","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2015","2015","t","10.1","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2015","2015","An","330","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2016","2016","t","7.8","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2016","2016","An","253","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2017","2017","t","6.7","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2017","2017","An","212","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2018","2018","t","6.15","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2018","2018","An","201","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2019","2019","t","3.4","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2019","2019","An","108","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2020","2020","t","1.76","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2020","2020","An","57","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2021","2021","t","1.43","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2021","2021","An","45","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","2022","t","1.1","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2022","2022","An","38","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2023","2023","t","1.1","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","2023","2023","An","38","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21519.02","Fat of camels","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2010","2010","t","5319.22","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2010","2010","An","1627488","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2011","2011","t","5405.56","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2011","2011","An","1643417","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2012","2012","t","5086.95","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2012","2012","An","1599697","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2013","2013","t","4930.62","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2013","2013","An","1605477","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2014","2014","t","4981.04","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2014","2014","An","1587993","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2015","2015","t","5207.2","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2015","2015","An","1604700","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2016","2016","t","5325.02","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2016","2016","An","1651378","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2017","2017","t","5307","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2017","2017","An","1648097","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2018","2018","t","5309.55","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2018","2018","An","1703823","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2019","2019","t","5113.36","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2019","2019","An","1625295","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2020","2020","t","5066.73","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2020","2020","An","1565906","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2021","2021","t","5187.98","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2021","2021","An","1556930","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2022","2022","t","5127.43","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2022","2022","An","1523500","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21511.01","Fat of pigs","2023","2023","t","5071.64","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21511.01","Fat of pigs","2023","2023","An","1528700","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2010","2010","t","8050","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2011","2011","t","7930","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2012","2012","t","7110","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2013","2013","t","7300","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2014","2014","t","7108","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2015","2015","t","6714","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2016","2016","t","6523","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2017","2017","t","6812","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2018","2018","t","6640","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2019","2019","t","6715","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2020","2020","t","7412","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2021","2021","t","7389","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2022","2022","t","7389","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21170.02","Game meat, fresh, chilled or frozen","2023","2023","t","6459","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2010","2010","t","13.09","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2010","2010","An","24295","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2011","2011","t","10.81","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2011","2011","An","19889","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2012","2012","t","12.16","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2012","2012","An","20771","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2013","2013","t","14.44","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2013","2013","An","23630","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2014","2014","t","12.24","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2014","2014","An","21398","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2015","2015","t","12.2","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2015","2015","An","24011","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2016","2016","t","12.71","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2016","2016","An","23820","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2017","2017","t","15.03","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2017","2017","An","28617","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2018","2018","t","14.99","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2018","2018","An","29165","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2019","2019","t","14.48","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2019","2019","An","27722","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2020","2020","t","14.74","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2020","2020","An","27777","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2021","2021","t","14.74","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2021","2021","An","27449","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2022","2022","t","14.31","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2022","2022","An","20900","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","21515","Goat fat, unrendered","2023","2023","t","14.52","I","Value 
imputed by a
receiving 
agency",""
"QCL","Crops and livestock products","578","Norway","5320","Producing Animals/Slaughtered","21515","Goat fat, unrendered","2023","2023","An","27800","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2010","2010","An","67485","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2011","2011","An","67232","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2012","2012","An","65683","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2013","2013","An","64128","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2014","2014","An","64361","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2015","2015","An","67007","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2016","2016","An","68646","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2017","2017","An","65564","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2018","2018","An","65826","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2019","2019","An","65171","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2020","2020","An","67007","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2021","2021","An","69320","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2022","2022","An","70400","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5111","Stocks","02123","Goats","2023","2023","An","71800","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2010","2010","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2010","2010","t","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2011","2011","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2011","2011","t","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2012","2012","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2012","2012","t","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2013","2013","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2013","2013","t","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2014","2014","ha","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2014","2014","t","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2015","2015","ha","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2015","2015","t","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2016","2016","ha","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2016","2016","t","0","A","Official figure",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2017","2017","ha","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2017","2017","t","0","E","Estimated value",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2018","2018","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2018","2018","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2019","2019","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2019","2019","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2020","2020","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2020","2020","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2021","2021","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2021","2021","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5312","Area harvested","01351.02","Gooseberries","2022","2022","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","578","Norway","5510","Production","01351.02","Gooseberries","2022","2022","t","","M","Missing value; data cannot exist",""
